3	100000	334935.000000	8005.013273
8	100000	226883.400000	4211.281610
4	100000	309121.000000	7926.683417
12	100000	216872.200000	4720.782478
16	100000	217119.800000	8611.330048
20	100000	209450.000000	6007.931591
24	100000	202855.800000	6078.289537
28	100000	204068.000000	4138.799162
32	100000	198388.200000	8325.963560
64	100000	198312.800000	5076.663343
96	100000	196703.000000	4547.993349
128	100000	193718.000000	6733.621648
160	100000	201079.000000	4704.171181
192	100000	200070.000000	11211.856514
224	100000	201736.000000	6341.725357
256	100000	199126.400000	9017.019868
